Genes	module
Gfm2	3.1.1.2.2
Gna11	3.1.1.2.2
Gpr83	3.1.1.2.2
Guf1	3.1.1.2.2
Herc3	3.1.1.2.2
Hs6st1	3.1.1.2.2
Isg20	3.1.1.2.2
Josd1	3.1.1.2.2
Lpin1	3.1.1.2.2
Marveld1	3.1.1.2.2
Med4	3.1.1.2.2
Mettl16	3.1.1.2.2
Mrpl48	3.1.1.2.2
Ndor1	3.1.1.2.2
Nkap	3.1.1.2.2
Nol12	3.1.1.2.2
Nrgn	3.1.1.2.2
Orai3	3.1.1.2.2
Pdxp	3.1.1.2.2
Phf6	3.1.1.2.2
Pin4	3.1.1.2.2
Pip5k1a	3.1.1.2.2
Sema4b	3.1.1.2.2
Skiv2l2	3.1.1.2.2
Stambpl1	3.1.1.2.2
Supt7l	3.1.1.2.2
Tbl3	3.1.1.2.2
Tmco4	3.1.1.2.2
Trim24	3.1.1.2.2
Tsc2	3.1.1.2.2
Tspyl2	3.1.1.2.2
Upf1	3.1.1.2.2
Whamm	3.1.1.2.2
Xiap	3.1.1.2.2
Zfp26	3.1.1.2.2
Zfp277	3.1.1.2.2
Zfp692	3.1.1.2.2
Zkscan1	3.1.1.2.2
5031414D18Rik	3.1.1.2.3
Ap4s1	3.1.1.2.3
Brms1	3.1.1.2.3
Chd1l	3.1.1.2.3
Cited2	3.1.1.2.3
Dnajc11	3.1.1.2.3
E2f2	3.1.1.2.3
Eif4ebp3	3.1.1.2.3
Etv6	3.1.1.2.3
Foxj2	3.1.1.2.3
Frat2	3.1.1.2.3
Gpr146	3.1.1.2.3
Ifit1	3.1.1.2.3
Ift52	3.1.1.2.3
Ing2	3.1.1.2.3
Itpr1	3.1.1.2.3
Lcmt1	3.1.1.2.3
Lpcat3	3.1.1.2.3
Man1a2	3.1.1.2.3
Map2k3	3.1.1.2.3
Mettl2	3.1.1.2.3
Mrps18b	3.1.1.2.3
Msl3	3.1.1.2.3
Nelfa	3.1.1.2.3
Padi2	3.1.1.2.3
Pdlim7	3.1.1.2.3
Pdzd11	3.1.1.2.3
Pigm	3.1.1.2.3
Ralgapa1	3.1.1.2.3
Rnf125	3.1.1.2.3
Rnf146	3.1.1.2.3
Rrp12	3.1.1.2.3
Sdc3	3.1.1.2.3
Sdpr	3.1.1.2.3
Slc29a1	3.1.1.2.3
Slc9a8	3.1.1.2.3
Smyd3	3.1.1.2.3
Stoml1	3.1.1.2.3
Supt16	3.1.1.2.3
Tbc1d22b	3.1.1.2.3
Thoc1	3.1.1.2.3
Tprkb	3.1.1.2.3
Vps52	3.1.1.2.3
Xlr3b	3.1.1.2.3
Zcchc10	3.1.1.2.3
l7Rn6	3.1.1.2.3
Amdhd2	3.1.1.2.4
Ccdc82	3.1.1.2.4
Cirh1a	3.1.1.2.4
Crat	3.1.1.2.4
Dffa	3.1.1.2.4
Emc3	3.1.1.2.4
Ethe1	3.1.1.2.4
Gabpb2	3.1.1.2.4
Hat1	3.1.1.2.4
Hexb	3.1.1.2.4
Hist1h1e	3.1.1.2.4
Hist1h2ae	3.1.1.2.4
Hmgcr	3.1.1.2.4
Hsdl1	3.1.1.2.4
Idh3a	3.1.1.2.4
Map3k7	3.1.1.2.4
Mau2	3.1.1.2.4
Mtx1	3.1.1.2.4
Nfkbil1	3.1.1.2.4
Paqr7	3.1.1.2.4
Ptpn2	3.1.1.2.4
Rnaseh2a	3.1.1.2.4
Sec23ip	3.1.1.2.4
Sigirr	3.1.1.2.4
Smg5	3.1.1.2.4
Tex264	3.1.1.2.4
Tnfrsf1b	3.1.1.2.4
Ttc39b	3.1.1.2.4
Wars	3.1.1.2.4
1700020I14Rik	3.1.2.1.1.1.1
2210404J11Rik	3.1.2.1.1.1.1
AW146154	3.1.2.1.1.1.1
Acp6	3.1.2.1.1.1.1
Apol9a	3.1.2.1.1.1.1
Armc5	3.1.2.1.1.1.1
Atl2	3.1.2.1.1.1.1
Btbd11	3.1.2.1.1.1.1
Cdc37l1	3.1.2.1.1.1.1
Cdca7l	3.1.2.1.1.1.1
Crim1	3.1.2.1.1.1.1
Cxcl9	3.1.2.1.1.1.1
Ddhd1	3.1.2.1.1.1.1
Dtnb	3.1.2.1.1.1.1
Ensa	3.1.2.1.1.1.1
Fam13b	3.1.2.1.1.1.1
Fbxl6	3.1.2.1.1.1.1
Fchsd1	3.1.2.1.1.1.1
Fut11	3.1.2.1.1.1.1
Gtl3	3.1.2.1.1.1.1
Hivep3	3.1.2.1.1.1.1
Inpp5e	3.1.2.1.1.1.1
Ints5	3.1.2.1.1.1.1
Kif3b	3.1.2.1.1.1.1
Lnp	3.1.2.1.1.1.1
Lypd6b	3.1.2.1.1.1.1
Mroh1	3.1.2.1.1.1.1
Mto1	3.1.2.1.1.1.1
Nkiras2	3.1.2.1.1.1.1
Pcnx	3.1.2.1.1.1.1
Pcyox1	3.1.2.1.1.1.1
Ppp2r3d	3.1.2.1.1.1.1
Prep	3.1.2.1.1.1.1
Rab2b	3.1.2.1.1.1.1
Rps6ka4	3.1.2.1.1.1.1
Sec22c	3.1.2.1.1.1.1
Slc37a3	3.1.2.1.1.1.1
Spc25	3.1.2.1.1.1.1
Susd3	3.1.2.1.1.1.1
Usb1	3.1.2.1.1.1.1
Usp15	3.1.2.1.1.1.1
Vta1	3.1.2.1.1.1.1
Wdr24	3.1.2.1.1.1.1
Zfp764	3.1.2.1.1.1.1
2010204K13Rik	3.1.2.1.1.1.2
2810454H06Rik	3.1.2.1.1.1.2
Aldh7a1	3.1.2.1.1.1.2
E130307A14Rik	3.1.2.1.1.1.2
Eogt	3.1.2.1.1.1.2
Fdxacb1	3.1.2.1.1.1.2
Grwd1	3.1.2.1.1.1.2
Ino80b	3.1.2.1.1.1.2
Ipcef1	3.1.2.1.1.1.2
Itgax	3.1.2.1.1.1.2
Itgb3bp	3.1.2.1.1.1.2
Lipe	3.1.2.1.1.1.2
Loh12cr1	3.1.2.1.1.1.2
Matk	3.1.2.1.1.1.2
Mb21d1	3.1.2.1.1.1.2
Nbeal1	3.1.2.1.1.1.2
Nol8	3.1.2.1.1.1.2
Nsmce2	3.1.2.1.1.1.2
Ormdl3	3.1.2.1.1.1.2
Pard6a	3.1.2.1.1.1.2
Pik3c2a	3.1.2.1.1.1.2
Ramp3	3.1.2.1.1.1.2
Rhebl1	3.1.2.1.1.1.2
Sepn1	3.1.2.1.1.1.2
Slc25a25	3.1.2.1.1.1.2
Stx11	3.1.2.1.1.1.2
Tiam1	3.1.2.1.1.1.2
Trub1	3.1.2.1.1.1.2
Tspan5	3.1.2.1.1.1.2
Usp20	3.1.2.1.1.1.2
Wbscr27	3.1.2.1.1.1.2
Zbtb43	3.1.2.1.1.1.2
Zfp472	3.1.2.1.1.1.2
Zfp61	3.1.2.1.1.1.2
Zfp617	3.1.2.1.1.1.2
Zfp707	3.1.2.1.1.1.2
Ambra1	3.1.2.1.1.1.3
Atg13	3.1.2.1.1.1.3
Atg14	3.1.2.1.1.1.3
Bcl2l12	3.1.2.1.1.1.3
Caap1	3.1.2.1.1.1.3
Ebi3	3.1.2.1.1.1.3
Eml5	3.1.2.1.1.1.3
Fam84b	3.1.2.1.1.1.3
Fbxw4	3.1.2.1.1.1.3
Fmr1	3.1.2.1.1.1.3
Gipc1	3.1.2.1.1.1.3
Hirip3	3.1.2.1.1.1.3
Ldlr	3.1.2.1.1.1.3
Med22	3.1.2.1.1.1.3
Mitd1	3.1.2.1.1.1.3
Ndufab1	3.1.2.1.1.1.3
Nt5dc3	3.1.2.1.1.1.3
Plk1	3.1.2.1.1.1.3
Poll	3.1.2.1.1.1.3
Slc2a1	3.1.2.1.1.1.3
Srd5a3	3.1.2.1.1.1.3
Srpr	3.1.2.1.1.1.3
Sumf1	3.1.2.1.1.1.3
Tab1	3.1.2.1.1.1.3
Tmem29	3.1.2.1.1.1.3
Vti1a	3.1.2.1.1.1.3
Zfpl1	3.1.2.1.1.1.3
Apol9b	3.1.2.1.1.1.4
B3galt4	3.1.2.1.1.1.4
Dapk3	3.1.2.1.1.1.4
Gabpa	3.1.2.1.1.1.4
Usp42	3.1.2.1.1.1.4
Atpaf2	3.1.2.1.1.1.5
Ccdc43	3.1.2.1.1.1.5
Cd274	3.1.2.1.1.1.5
Gm19897	3.1.2.1.1.1.5
Gm6498	3.1.2.1.1.1.5
Lcorl	3.1.2.1.1.1.5
Nt5dc1	3.1.2.1.1.1.5
Nudt8	3.1.2.1.1.1.5
Pced1a	3.1.2.1.1.1.5
Ptcd1	3.1.2.1.1.1.5
Rad17	3.1.2.1.1.1.5
Rfesd	3.1.2.1.1.1.5
Rprd1b	3.1.2.1.1.1.5
Samd10	3.1.2.1.1.1.5
Tacc3	3.1.2.1.1.1.5
Tsc1	3.1.2.1.1.1.5
Usp31	3.1.2.1.1.1.5
Yipf6	3.1.2.1.1.1.5
Desi2	3.1.2.1.1.1.6
Gclm	3.1.2.1.1.1.6
Kdm1b	3.1.2.1.1.1.6
Mpst	3.1.2.1.1.1.6
Naa40	3.1.2.1.1.1.6
Pcsk7	3.1.2.1.1.1.6
Rab37	3.1.2.1.1.1.6
Tfap4	3.1.2.1.1.1.6
Wdr46	3.1.2.1.1.1.6
Agfg2	3.1.2.1.1.2
Alkbh7	3.1.2.1.1.2
Alox5ap	3.1.2.1.1.2
Arl16	3.1.2.1.1.2
Camsap2	3.1.2.1.1.2
Cbl	3.1.2.1.1.2
Cdc40	3.1.2.1.1.2
Clasp2	3.1.2.1.1.2
Clcn7	3.1.2.1.1.2
Dusp10	3.1.2.1.1.2
Foxk2	3.1.2.1.1.2
Gdap2	3.1.2.1.1.2
Grik5	3.1.2.1.1.2
Gzma	3.1.2.1.1.2
Hist1h2aa	3.1.2.1.1.2
Ift172	3.1.2.1.1.2
Irak2	3.1.2.1.1.2
Irs2	3.1.2.1.1.2
Jmy	3.1.2.1.1.2
Lars	3.1.2.1.1.2
Lysmd2	3.1.2.1.1.2
Map3k11	3.1.2.1.1.2
Nprl3	3.1.2.1.1.2
Opa3	3.1.2.1.1.2
Prcp	3.1.2.1.1.2
Slc25a10	3.1.2.1.1.2
Slc27a4	3.1.2.1.1.2
Soga3	3.1.2.1.1.2
Sorbs1	3.1.2.1.1.2
Tamm41	3.1.2.1.1.2
Tmem184c	3.1.2.1.1.2
Tmem87b	3.1.2.1.1.2
Tyms	3.1.2.1.1.2
Urgcp	3.1.2.1.1.2
Zcchc9	3.1.2.1.1.2
Zeb2	3.1.2.1.1.2
Zfp385a	3.1.2.1.1.2
1810013L24Rik	3.1.2.1.2
4930526I15Rik	3.1.2.1.2
Adora2a	3.1.2.1.2
Akap9	3.1.2.1.2
Atp8b4	3.1.2.1.2
Bbs9	3.1.2.1.2
Btbd6	3.1.2.1.2
C2cd3	3.1.2.1.2
Ccdc127	3.1.2.1.2
Ccl6	3.1.2.1.2
Chchd5	3.1.2.1.2
Chpf	3.1.2.1.2
Cish	3.1.2.1.2
Cpq	3.1.2.1.2
Dnaja3	3.1.2.1.2
Dnajb2	3.1.2.1.2
Dnajc19	3.1.2.1.2
Dnajc21	3.1.2.1.2
Dvl2	3.1.2.1.2
E130309D02Rik	3.1.2.1.2
Emid1	3.1.2.1.2
Fam188a	3.1.2.1.2
Fastk	3.1.2.1.2
Fbxo42	3.1.2.1.2
Fen1	3.1.2.1.2
Flnb	3.1.2.1.2
Fundc1	3.1.2.1.2
Get4	3.1.2.1.2
Gm13157	3.1.2.1.2
Gm20199	3.1.2.1.2
Gm20324	3.1.2.1.2
Gng12	3.1.2.1.2
Gtf3c5	3.1.2.1.2
Helb	3.1.2.1.2
Hint2	3.1.2.1.2
Hsdl2	3.1.2.1.2
Htt	3.1.2.1.2
Igf2r	3.1.2.1.2
Kdm6a	3.1.2.1.2
Kpna6	3.1.2.1.2
Lrpap1	3.1.2.1.2
Med23	3.1.2.1.2
Mphosph10	3.1.2.1.2
Mphosph6	3.1.2.1.2
Ncoa4	3.1.2.1.2
Nfe2l2	3.1.2.1.2
Nol6	3.1.2.1.2
Nop16	3.1.2.1.2
Oas1c	3.1.2.1.2
Ogfod2	3.1.2.1.2
P2rx4	3.1.2.1.2
Pdk3	3.1.2.1.2
Pias2	3.1.2.1.2
Pitrm1	3.1.2.1.2
Pkp4	3.1.2.1.2
Ptgr2	3.1.2.1.2
Ptpn23	3.1.2.1.2
Rabgef1	3.1.2.1.2
Rngtt	3.1.2.1.2
Rtp4	3.1.2.1.2
Rufy2	3.1.2.1.2
Sbds	3.1.2.1.2
Slc25a22	3.1.2.1.2
Slc39a6	3.1.2.1.2
Smim4	3.1.2.1.2
Snx10	3.1.2.1.2
Stk39	3.1.2.1.2
Taf13	3.1.2.1.2
Tep1	3.1.2.1.2
Tgfbr3	3.1.2.1.2
Thoc6	3.1.2.1.2
Tlk2	3.1.2.1.2
Tm2d2	3.1.2.1.2
Tma16	3.1.2.1.2
Tmem110	3.1.2.1.2
Tmem219	3.1.2.1.2
Tmem43	3.1.2.1.2
Tmem70	3.1.2.1.2
Usp22	3.1.2.1.2
Utp15	3.1.2.1.2
Vps36	3.1.2.1.2
Wdr36	3.1.2.1.2
Wdr81	3.1.2.1.2
Wfdc17	3.1.2.1.2
Wiz	3.1.2.1.2
Xylt2	3.1.2.1.2
Zcwpw1	3.1.2.1.2
Zfp219	3.1.2.1.2
Zfp384	3.1.2.1.2
Zfp777	3.1.2.1.2
Zfyve27	3.1.2.1.2
Zhx1	3.1.2.1.2
Zzz3	3.1.2.1.2
2610005L07Rik	3.1.2.2.1
AA388235	3.1.2.2.1
Abcb1a	3.1.2.2.1
Adal	3.1.2.2.1
Apoo	3.1.2.2.1
Bbs4	3.1.2.2.1
C330018D20Rik	3.1.2.2.1
Cby1	3.1.2.2.1
Cdc42ep4	3.1.2.2.1
Cdca2	3.1.2.2.1
Cdca5	3.1.2.2.1
Cebpd	3.1.2.2.1
Cnr2	3.1.2.2.1
Cntrob	3.1.2.2.1
Col6a2	3.1.2.2.1
Cops7b	3.1.2.2.1
Coq4	3.1.2.2.1
Ctse	3.1.2.2.1
Cuedc1	3.1.2.2.1
Dusp16	3.1.2.2.1
Dusp4	3.1.2.2.1
Entpd7	3.1.2.2.1
Exog	3.1.2.2.1
Fbxl22	3.1.2.2.1
Fbxw17	3.1.2.2.1
Fem1c	3.1.2.2.1
Fez2	3.1.2.2.1
Fmo1	3.1.2.2.1
Gapt	3.1.2.2.1
Gfm1	3.1.2.2.1
Gm13476	3.1.2.2.1
Gm14005	3.1.2.2.1
Gm15417	3.1.2.2.1
Gpr89	3.1.2.2.1
Grk5	3.1.2.2.1
Gstm4	3.1.2.2.1
Il17re	3.1.2.2.1
Insig1	3.1.2.2.1
Kifc2	3.1.2.2.1
Lamc1	3.1.2.2.1
Mettl5	3.1.2.2.1
Mocs3	3.1.2.2.1
Mtus1	3.1.2.2.1
N4bp2	3.1.2.2.1
Nckipsd	3.1.2.2.1
Nit2	3.1.2.2.1
Nr2c1	3.1.2.2.1
Ntrk3	3.1.2.2.1
Ocel1	3.1.2.2.1
Osbp	3.1.2.2.1
Papd7	3.1.2.2.1
Pbx1	3.1.2.2.1
Pex1	3.1.2.2.1
Pfkfb4	3.1.2.2.1
Pla2g4a	3.1.2.2.1
Plaur	3.1.2.2.1
Pmel	3.1.2.2.1
Poc1a	3.1.2.2.1
Prc1	3.1.2.2.1
Prr7	3.1.2.2.1
Ptplb	3.1.2.2.1
Ptprs	3.1.2.2.1
Ralb	3.1.2.2.1
Rbak	3.1.2.2.1
Rbmx2	3.1.2.2.1
Rdh13	3.1.2.2.1
Rwdd2b	3.1.2.2.1
Scfd2	3.1.2.2.1
Sfmbt1	3.1.2.2.1
Slc36a1	3.1.2.2.1
Slc41a3	3.1.2.2.1
Smim3	3.1.2.2.1
Spata2	3.1.2.2.1
Spef1	3.1.2.2.1
Supt20	3.1.2.2.1
Synj2	3.1.2.2.1
Tapbpl	3.1.2.2.1
Thap4	3.1.2.2.1
Tlr7	3.1.2.2.1
Tmbim1	3.1.2.2.1
Tmem120a	3.1.2.2.1
Tmem181b-ps	3.1.2.2.1
Tmem39a	3.1.2.2.1
Tmem81	3.1.2.2.1
Tusc1	3.1.2.2.1
Xpo4	3.1.2.2.1
Ypel2	3.1.2.2.1
Zdhhc13	3.1.2.2.1
Zfp113	3.1.2.2.1
Zfp12	3.1.2.2.1
Zfp623	3.1.2.2.1
2700070H01Rik	3.1.2.2.2
2810408A11Rik	3.1.2.2.2
AW209491	3.1.2.2.2
Aatk	3.1.2.2.2
Apoc2	3.1.2.2.2
Arsa	3.1.2.2.2
B4galt7	3.1.2.2.2
BC030336	3.1.2.2.2
Cacna1d	3.1.2.2.2
Capn11	3.1.2.2.2
Car11	3.1.2.2.2
Cldn11	3.1.2.2.2
Clec4g	3.1.2.2.2
Csdc2	3.1.2.2.2
Cytl1	3.1.2.2.2
Dcbld2	3.1.2.2.2
Dgkg	3.1.2.2.2
Dmrta1	3.1.2.2.2
Dpep1	3.1.2.2.2
Dusp27	3.1.2.2.2
Edn1	3.1.2.2.2
Epor	3.1.2.2.2
Fitm1	3.1.2.2.2
Frmd4a	3.1.2.2.2
Gas2l3	3.1.2.2.2
Gc	3.1.2.2.2
Gm10778	3.1.2.2.2
Gm16157	3.1.2.2.2
Gm5607	3.1.2.2.2
Gm5766	3.1.2.2.2
Gnaz	3.1.2.2.2
Hddc2	3.1.2.2.2
Hs3st3b1	3.1.2.2.2
Kcnj5	3.1.2.2.2
Kcnk1	3.1.2.2.2
Krt222	3.1.2.2.2
Krt8	3.1.2.2.2
Lama4	3.1.2.2.2
Lhfpl2	3.1.2.2.2
Lrrc27	3.1.2.2.2
Ltbp1	3.1.2.2.2
Mfsd4	3.1.2.2.2
Mgst1	3.1.2.2.2
Mlip	3.1.2.2.2
Mr1	3.1.2.2.2
Ms4a7	3.1.2.2.2
Ncam1	3.1.2.2.2
Nlrp10	3.1.2.2.2
P2ry1	3.1.2.2.2
Per2	3.1.2.2.2
Pex10	3.1.2.2.2
Plk4	3.1.2.2.2
Riiad1	3.1.2.2.2
Rnf207	3.1.2.2.2
Robo4	3.1.2.2.2
Rufy4	3.1.2.2.2
Sema6a	3.1.2.2.2
Serpina1d	3.1.2.2.2
Sh2b2	3.1.2.2.2
Sh3bp4	3.1.2.2.2
Shb	3.1.2.2.2
Slc36a2	3.1.2.2.2
Slc38a5	3.1.2.2.2
Slc6a8	3.1.2.2.2
Sncg	3.1.2.2.2
Snx21	3.1.2.2.2
Stap2	3.1.2.2.2
Sulf1	3.1.2.2.2
Tet1	3.1.2.2.2
Thnsl2	3.1.2.2.2
Tmem107	3.1.2.2.2
Tmem237	3.1.2.2.2
Tnfrsf11a	3.1.2.2.2
Tnfsf9	3.1.2.2.2
Tnnt3	3.1.2.2.2
Trim62	3.1.2.2.2
Trim63	3.1.2.2.2
Trp53rk	3.1.2.2.2
Tsnaxip1	3.1.2.2.2
Tuba8	3.1.2.2.2
Uevld	3.1.2.2.2
Wdr86	3.1.2.2.2
Zfp189	3.1.2.2.2
Zfp300	3.1.2.2.2
Zfp763	3.1.2.2.2
Zufsp	3.1.2.2.2
Acer3	3.1.2.2.3
Angptl4	3.1.2.2.3
Angptl6	3.1.2.2.3
Arhgef10	3.1.2.2.3
Cdo1	3.1.2.2.3
Corin	3.1.2.2.3
Erc1	3.1.2.2.3
Espn	3.1.2.2.3
Gm10364	3.1.2.2.3
Hoxc8	3.1.2.2.3
8-Mar	3.1.2.2.3
Mmp2	3.1.2.2.3
Nlrx1	3.1.2.2.3
Rcan2	3.1.2.2.3
Serpina1b	3.1.2.2.3
Slc25a29	3.1.2.2.3
Tbkbp1	3.1.2.2.3
Tcf15	3.1.2.2.3
Tmem2	3.1.2.2.3
Wwtr1	3.1.2.2.3
1500032L24Rik	3.2.1.1
Acaa1a	3.2.1.1
Aff3	3.2.1.1
Amfr	3.2.1.1
Bag6	3.2.1.1
Bcl9l	3.2.1.1
Bst2	3.2.1.1
Cd28	3.2.1.1
Cd84	3.2.1.1
Chd2	3.2.1.1
Cic	3.2.1.1
Cmip	3.2.1.1
Cnppd1	3.2.1.1
Cox20	3.2.1.1
Csnk2a1	3.2.1.1
Dnajc5	3.2.1.1
Eif3b	3.2.1.1
Fam101b	3.2.1.1
Fam173a	3.2.1.1
Fam193b	3.2.1.1
Farsb	3.2.1.1
G3bp2	3.2.1.1
Ganab	3.2.1.1
Gapvd1	3.2.1.1
Gimap7	3.2.1.1
Gimap9	3.2.1.1
Gna13	3.2.1.1
Gns	3.2.1.1
Gtf2i	3.2.1.1
Hspa4	3.2.1.1
Iqsec1	3.2.1.1
Kcnab2	3.2.1.1
Kdm2a	3.2.1.1
Kif5b	3.2.1.1
Luc7l	3.2.1.1
Mbd3	3.2.1.1
Mcm7	3.2.1.1
Mcts1	3.2.1.1
Mdm2	3.2.1.1
Midn	3.2.1.1
Mier1	3.2.1.1
Mrpl42	3.2.1.1
Msl2	3.2.1.1
Ncln	3.2.1.1
Ndufs1	3.2.1.1
Phf20l1	3.2.1.1
Pim1	3.2.1.1
Pip4k2a	3.2.1.1
Polr2m	3.2.1.1
Psmb7	3.2.1.1
Rab2a	3.2.1.1
Ranbp3	3.2.1.1
Rap1a	3.2.1.1
Rbm8a	3.2.1.1
Rfk	3.2.1.1
Rgl2	3.2.1.1
Rnf167	3.2.1.1
Rpl7a	3.2.1.1
Rpn1	3.2.1.1
Rps6kb1	3.2.1.1
Sart1	3.2.1.1
Sf3b3	3.2.1.1
Sfn	3.2.1.1
Sfpi1	3.2.1.1
Sfr1	3.2.1.1
Smarca2	3.2.1.1
Snrpd1	3.2.1.1
Spop	3.2.1.1
Srrm1	3.2.1.1
Syf2	3.2.1.1
Tab2	3.2.1.1
Tbl1xr1	3.2.1.1
Top1	3.2.1.1
Trmt1	3.2.1.1
Ubald1	3.2.1.1
Whsc1l1	3.2.1.1
Zfp259	3.2.1.1
Zfr	3.2.1.1
1810058I24Rik	3.2.1.2.1
2900055J20Rik	3.2.1.2.1
3110001D03Rik	3.2.1.2.1
Agap3	3.2.1.2.1
Anapc11	3.2.1.2.1
Atm	3.2.1.2.1
Atp6v1d	3.2.1.2.1
Babam1	3.2.1.2.1
Cand1	3.2.1.2.1
Cbx6	3.2.1.2.1
Cd27	3.2.1.2.1
Cerk	3.2.1.2.1
Cox10	3.2.1.2.1
Ddx52	3.2.1.2.1
Derl2	3.2.1.2.1
Ehbp1l1	3.2.1.2.1
Eif3l	3.2.1.2.1
Eif4g3	3.2.1.2.1
Elovl5	3.2.1.2.1
Ep400	3.2.1.2.1
Gapdh	3.2.1.2.1
Gba	3.2.1.2.1
Glcci1	3.2.1.2.1
Glt25d1	3.2.1.2.1
Gltp	3.2.1.2.1
Gpaa1	3.2.1.2.1
Hbs1l	3.2.1.2.1
Icam2	3.2.1.2.1
Ipo5	3.2.1.2.1
Jarid2	3.2.1.2.1
Kdm5a	3.2.1.2.1
Kdm6b	3.2.1.2.1
Kidins220	3.2.1.2.1
Klhdc2	3.2.1.2.1
Larp1	3.2.1.2.1
Lonp1	3.2.1.2.1
Lpxn	3.2.1.2.1
Mapk14	3.2.1.2.1
Mbtps1	3.2.1.2.1
Mea1	3.2.1.2.1
Mtch2	3.2.1.2.1
Myo9b	3.2.1.2.1
Ndufa8	3.2.1.2.1
Ndufb4	3.2.1.2.1
Nfkbie	3.2.1.2.1
Nup50	3.2.1.2.1
Phb	3.2.1.2.1
Plcxd2	3.2.1.2.1
Prdm2	3.2.1.2.1
Prpf39	3.2.1.2.1
Psen2	3.2.1.2.1
Psmd11	3.2.1.2.1
Psmd2	3.2.1.2.1
Psmd3	3.2.1.2.1
Ptpn22	3.2.1.2.1
Pxn	3.2.1.2.1
Qdpr	3.2.1.2.1
Rab10	3.2.1.2.1
Rogdi	3.2.1.2.1
Sars	3.2.1.2.1
Sh2d2a	3.2.1.2.1
Sh3bp5	3.2.1.2.1
Slc9a3r1	3.2.1.2.1
Slfn1	3.2.1.2.1
Smek2	3.2.1.2.1
Stat4	3.2.1.2.1
Stx4a	3.2.1.2.1
Synj2bp	3.2.1.2.1
Taok3	3.2.1.2.1
Thap3	3.2.1.2.1
Timm17b	3.2.1.2.1
Ttc7	3.2.1.2.1
Txndc15	3.2.1.2.1
Ubr2	3.2.1.2.1
Ubtf	3.2.1.2.1
Ythdf1	3.2.1.2.1
Zbp1	3.2.1.2.1
Zfp36l2	3.2.1.2.1
Znrf1	3.2.1.2.1
Zranb2	3.2.1.2.1
Apol7c	3.2.1.2.2
Arfgef1	3.2.1.2.2
Atp6v0e	3.2.1.2.2
Brpf1	3.2.1.2.2
Btaf1	3.2.1.2.2
Cat	3.2.1.2.2
Ccl22	3.2.1.2.2
Cdkn2aipnl	3.2.1.2.2
Cebpz	3.2.1.2.2
Chtop	3.2.1.2.2
Clptm1	3.2.1.2.2
Coa5	3.2.1.2.2
Cops6	3.2.1.2.2
Creg1	3.2.1.2.2
Cript	3.2.1.2.2
Emc2	3.2.1.2.2
Gm12504	3.2.1.2.2
Gpr108	3.2.1.2.2
Gtf2f1	3.2.1.2.2
Mpdu1	3.2.1.2.2
Necap2	3.2.1.2.2
Nek9	3.2.1.2.2
Nfkbib	3.2.1.2.2
Nolc1	3.2.1.2.2
Nras	3.2.1.2.2
Phf15	3.2.1.2.2
Poldip3	3.2.1.2.2
Ppp3cb	3.2.1.2.2
Sdhb	3.2.1.2.2
Sec31a	3.2.1.2.2
Sidt2	3.2.1.2.2
Sirt2	3.2.1.2.2
Slc15a4	3.2.1.2.2
Slc25a11	3.2.1.2.2
Smek1	3.2.1.2.2
Srp54a	3.2.1.2.2
Tbrg4	3.2.1.2.2
Tiprl	3.2.1.2.2
Ubn1	3.2.1.2.2
Yipf1	3.2.1.2.2
Zbtb4	3.2.1.2.2
Zcchc6	3.2.1.2.2
Zdhhc18	3.2.1.2.2
AI314180	3.2.2
Akr1a1	3.2.2
Anxa6	3.2.2
Arl4c	3.2.2
Arrb2	3.2.2
Atox1	3.2.2
Atp6ap1	3.2.2
Atp6v1f	3.2.2
Atxn7l3b	3.2.2
Aup1	3.2.2
Baz1b	3.2.2
Bcl11b	3.2.2
Ccnd3	3.2.2
Ccnk	3.2.2
Cct8	3.2.2
Cd247	3.2.2
Chd4	3.2.2
Cib1	3.2.2
Coro1b	3.2.2
Cox5a	3.2.2
Csnk2b	3.2.2
Drap1	3.2.2
Eif3d	3.2.2
Eif3i	3.2.2
Erp29	3.2.2
Gatad2a	3.2.2
Gpbp1	3.2.2
Gpi1	3.2.2
Gpsm3	3.2.2
Hdgf	3.2.2
Hn1	3.2.2
Huwe1	3.2.2
Il21r	3.2.2
Irf9	3.2.2
Kif21b	3.2.2
Lasp1	3.2.2
Lypla2	3.2.2
Ndufa13	3.2.2
Ndufv3	3.2.2
Nsun2	3.2.2
Pced1b	3.2.2
Pde2a	3.2.2
Pde4b	3.2.2
Ppdpf	3.2.2
Ppm1b	3.2.2
Ppp2ca	3.2.2
Ppp6r1	3.2.2
Prdx6	3.2.2
Prkag1	3.2.2
Psma3	3.2.2
Psmc5	3.2.2
Rac1	3.2.2
Rasal3	3.2.2
Rbm42	3.2.2
Rexo2	3.2.2
Rltpr	3.2.2
Rpl31-ps12	3.2.2
Rrp1	3.2.2
Set	3.2.2
Sf3b2	3.2.2
Sh3kbp1	3.2.2
Smap2	3.2.2
Sptbn1	3.2.2
Srrm2	3.2.2
Ssb	3.2.2
Stip1	3.2.2
Stk24	3.2.2
Sun2	3.2.2
Tmem259	3.2.2
Tmem50a	3.2.2
Tnfaip8	3.2.2
Tprgl	3.2.2
Tuba1a	3.2.2
Ube2d2a	3.2.2
Uqcrc2	3.2.2
Uqcrfs1	3.2.2
Ypel3	3.2.2
Ywhaz	3.2.2
